"DISPATCHED","DESCRIPTION","ADDRESS","GRID","REPORT"
"04-21-2023 08:36 AM","BUILDING CHECK","1400 BLOCK E ESTELLE ST","127","166984"
"04-21-2023 08:35 AM","FOLLOW UP INVESTIGATION","5000 BLOCK N CENTRAL AVE","70","166982"
"04-21-2023 08:35 AM","BUILDING CHECK","700 BLOCK S ALBANY AVE","166","166979"
"04-21-2023 08:33 AM","VEHICLE STOP/TRAFFIC","N 30TH ST / E BUSCH BLVD","31","166977"
"04-21-2023 08:33 AM","INFORMATION","3800 BLOCK W WALLACE AVE","191","166976"
"04-21-2023 08:32 AM","VEHICLE STOP/TRAFFIC","N 30TH ST / E BUSCH BLVD","31","166975"
"04-21-2023 08:30 AM","FIRE","2100 BLOCK W WALNUT ST","123","166972"
"04-21-2023 08:30 AM","VEHICLE STOP/TRAFFIC","E BUSCH BLVD / N 33RD ST","31","166973"
"04-21-2023 08:29 AM","VEHICLE STOP/TRAFFIC","E BUSCH BLVD / N 34TH ST","31","166970"
"04-21-2023 08:28 AM","HIT AND RUN","E BROADWAY AVE / N 50TH ST","131","166962"
"04-21-2023 08:21 AM","DISTURBANCE","3300 BLOCK YBOR ST","108","166960"
"04-21-2023 08:21 AM","MISDEMEANOR","5400 BLOCK N MIAMI AVE","58","166949"
"04-21-2023 08:20 AM","STOLEN VEHICLE","10900 BLOCK N ASTER AVE","4","166956"
"04-21-2023 08:17 AM","BUILDING CHECK","300 BLOCK S FRANKLIN ST","144","166957"
"04-21-2023 08:14 AM","VEHICLE STOP/TRAFFIC","E BUSCH BLVD / N CALDER PL","31","166954"
"04-21-2023 08:13 AM","BURG OF A STRUCTURE","1200 BLOCK E BUSCH BLVD","20","166934"
"04-21-2023 08:10 AM","VEHICLE STOP/TRAFFIC","N 30TH ST / E BUSCH BLVD","31","166950"
"04-21-2023 08:09 AM","VEHICLE STOP/TRAFFIC","N 42ND ST / E BUSCH BLVD","32","166946"
"04-21-2023 08:09 AM","VEHICLE STOP/TRAFFIC","BRUCE B DOWNS BLVD / DONA MICHELLE DR","240","166945"
"04-21-2023 08:08 AM","SUSPICIOUS PERSON","300 BLOCK E WOODLAWN AVE","95","166941"
"04-21-2023 08:05 AM","DOMESTIC DISPUTE","8400 BLOCK N ARMENIA AVE","25","166918"
"04-21-2023 08:04 AM","NATURE UNKNOWN","200 BLOCK E FORTUNE ST","140","166932"
"04-21-2023 08:02 AM","TRAFFIC LIGHT OUT","N FLORIDA AVE / W HILLSBOROUGH AVE","69","166929"
"04-21-2023 08:01 AM","DISTURBANCE","6200 BLOCK N 40TH ST","55","166925"
"04-21-2023 07:59 AM","MISDEMEANOR","1500 BLOCK N DALE MABRY HWY","120","166928"
"04-21-2023 07:54 AM","MISDEMEANOR","1000 BLOCK W PLATT ST","161","166920"
"04-21-2023 07:53 AM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E SLIGH AVE","51","166921"
"04-21-2023 07:53 AM","DISTURBANCE","8600 BLOCK RUTH PL","31","166914"
"04-21-2023 07:53 AM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E SLIGH AVE","51","166919"
"04-21-2023 07:51 AM","TRAFFIC CRASH","S TAMPANIA AVE / W AZEELE ST","159","166906"
"04-21-2023 07:50 AM","DECEASED PERSON","3200 BLOCK W HAWTHORNE RD","185","166913"
"04-21-2023 07:49 AM","MISDEMEANOR","8800 BLOCK N FLORIDA AVE","28","166909"
"04-21-2023 07:46 AM","DISTURBANCE","7200 BLOCK N FLORIDA AVE","43","166907"
"04-21-2023 07:42 AM","BUILDING CHECK","900 BLOCK N CENTRAL AVE","141","166908"
"04-21-2023 07:39 AM","BUILDING CHECK","1900 BLOCK N OLA AVE","115","166903"
"04-21-2023 07:36 AM","RESID/COMMERIAL ALARM","2200 BLOCK E FOWLER AVE","6","166900"
"04-21-2023 07:33 AM","DISTURBANCE","700 BLOCK S HOWARD AVE","166","166901"
"04-21-2023 07:32 AM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E HANNA AVE","58","166899"
"04-21-2023 07:29 AM","FOLLOW UP INVESTIGATION","2000 BLOCK N HOWARD AVE","123","166844"
"04-21-2023 07:24 AM","BUILDING CHECK","2400 BLOCK S HIMES AVE","170","166893"
"04-21-2023 07:21 AM","STREET OBSTRUCTION","W CASS ST / N BOULEVARD","155","166875"
"04-21-2023 07:20 AM","MISDEMEANOR","4900 BLOCK N HABANA AVE","66","166890"
"04-21-2023 07:14 AM","NATURE UNKNOWN","1200 BLOCK RAY CHARLES BLVD","141","166882"
"04-21-2023 07:13 AM","BUILDING CHECK","S HIMES AVE / RAILROAD CROSSING","178","166888"
"04-21-2023 07:12 AM","ASSAULT/BATTERY","11600 BLOCK N 51ST ST","8","166870"
"04-21-2023 07:11 AM","MISDEMEANOR","1200 BLOCK N FRANKLIN ST","140","166883"
"04-21-2023 07:08 AM","BUILDING CHECK","3800 BLOCK S DALE MABRY HWY","178","166884"
"04-21-2023 07:07 AM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E ELM ST","51","166880"
"04-21-2023 07:04 AM","MISDEMEANOR","9300 BLOCK N FLORIDA AVE","19","166854"
"04-21-2023 07:03 AM","DISTURBANCE","N AVON AVE / E OHIO AVE","95","166877"
"04-21-2023 07:02 AM","RESID/COMMERIAL ALARM","4200 BLOCK W KENNEDY BLVD","156","166874"
"04-21-2023 07:02 AM","RESID/COMMERIAL ALARM","1900 BLOCK W KENNEDY BLVD","154","166871"
"04-21-2023 06:59 AM","BUILDING CHECK","N FRANKLIN ST / E ZACK ST","143","166869"
"04-21-2023 06:54 AM","BUILDING CHECK","N MORGAN ST / E ZACK ST","143","166868"
"04-21-2023 06:54 AM","HIT AND RUN","W CYPRESS ST / N OBRIEN ST","118","166864"
"04-21-2023 06:53 AM","BUILDING CHECK","S DALE MABRY HWY / W GANDY BLVD","187","166865"
"04-21-2023 06:51 AM","DISTURBANCE","9900 BLOCK N NEBRASKA AVE","20","166862"
"04-21-2023 06:47 AM","SUSPICIOUS PERSON","200 BLOCK W HYDE PARK PL","162","166860"
"04-21-2023 06:45 AM","RESID/COMMERIAL ALARM","200 BLOCK N WEST SHORE BLVD","149","166859"
"04-21-2023 06:42 AM","MISDEMEANOR","2900 BLOCK N 50TH ST","111","166849"
"04-21-2023 06:38 AM","MISDEMEANOR","8700 BLOCK N TAMPA ST","27","166851"
"04-21-2023 06:37 AM","BUILDING CHECK","8600 BLOCK N FLORIDA AVE","28","166857"
"04-21-2023 06:37 AM","BUILDING CHECK","600 BLOCK CHANNELSIDE DR","145","166856"
"04-21-2023 06:36 AM","BUILDING CHECK","8700 BLOCK HUNTERS VILLAGE RD","242","166855"
"04-21-2023 06:36 AM","NATURE UNKNOWN","700 BLOCK E ROBSON ST","44","166853"
"04-21-2023 06:27 AM","BUILDING CHECK","3100 BLOCK N ROCKY POINT DR E","117","166850"
"04-21-2023 06:25 AM","TRAFFIC CRASH","W DR MARTIN LUTHER KING JR BLVD / N HABANA AVE","91","166847"
"04-21-2023 06:22 AM","DISTURBANCE","17200 BLOCK TALENCE CT","237","166838"
"04-21-2023 06:22 AM","MISDEMEANOR","3000 BLOCK W DR MARTIN LUTHER KING JR BLVD","78","166845"
"04-21-2023 06:19 AM","VEHICLE STOP/TRAFFIC","W DAVIS BLVD / DANUBE AVE","133","166843"
"04-21-2023 06:17 AM","MISDEMEANOR","E PALM AVE / N AV REPUBLICA DE CUBA","127","166819"
"04-21-2023 06:16 AM","VEHICLE STOP/TRAFFIC","BRUCE B DOWNS BLVD / AMBERLY DR","230","166841"
"04-21-2023 06:14 AM","BUILDING CHECK","300 BLOCK S DALE MABRY HWY","157","166837"
"04-21-2023 06:13 AM","VEHICLE STOP/TRAFFIC","EXIT 39B I275 MEMORIAL HWY / I275","149","166833"
"04-21-2023 06:12 AM","NATURE UNKNOWN","4500 BLOCK E ACLINE DR","131","166828"
"04-21-2023 06:11 AM","BUILDING CHECK","N FRANKLIN ST / E TWIGGS ST","143","166831"
"04-21-2023 06:11 AM","BUILDING CHECK","E ZACK ST / N NEBRASKA AVE","141","166830"
"04-21-2023 06:10 AM","MISDEMEANOR","9300 BLOCK N NEBRASKA AVE","19","166813"
"04-21-2023 06:09 AM","NATURE UNKNOWN","200 BLOCK W KIRBY ST","43","166822"
"04-21-2023 06:09 AM","VEHICLE STOP/TRAFFIC","N CALDER PL / E BUSCH BLVD","31","166826"
"04-21-2023 06:09 AM","JUVENILE CURFEW LAW","1900 BLOCK N MITCHELL AVE","126","166825"
"04-21-2023 06:07 AM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W EUCLID AVE","181","166824"
"04-21-2023 06:07 AM","RESID/COMMERIAL ALARM","5500 BLOCK N HIMES AVE","65","166818"
"04-21-2023 06:05 AM","VEHICLE STOP/TRAFFIC","N 53RD ST / E BROADWAY AVE","132","166821"
"04-21-2023 06:04 AM","BUILDING CHECK","700 BLOCK S DALE MABRY HWY","164","166820"
"04-21-2023 06:04 AM","PROSTITUTION","N NEBRASKA AVE / E POWHATAN AVE","58","166808"
"04-21-2023 06:02 AM","BUILDING CHECK","6200 BLOCK INTERBAY BLVD","197","166815"
"04-21-2023 06:02 AM","BUILDING CHECK","E ZACK ST / N FRANKLIN ST","143","166814"
"04-21-2023 06:01 AM","RESID/COMMERIAL ALARM","4700 BLOCK E 18TH AVE","111","166812"
"04-21-2023 05:57 AM","JUVENILE CURFEW LAW","1100 BLOCK RAY CHARLES BLVD","141","166807"
"04-21-2023 05:51 AM","RESID/COMMERIAL ALARM","900 BLOCK N ROME AVE","138","166805"
"04-21-2023 05:48 AM","TRAFFIC CONTROL","E HILLSBOROUGH AVE / N 19TH ST","72","166803"
"04-21-2023 05:36 AM","NATURE UNKNOWN","4500 BLOCK OLD COLUMBUS DR","111","166801"
"04-21-2023 05:18 AM","NATURE UNKNOWN","4400 BLOCK W VARN AVE","195","166797"
"04-21-2023 05:10 AM","SUSPICIOUS PERSON","11300 BLOCK SPRING CT","6","166796"
"04-21-2023 05:08 AM","BUILDING CHECK","16400 BLOCK BRUCE B DOWNS BLVD","236","166795"
"04-21-2023 05:01 AM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W INMAN AVE","164","166793"
"04-21-2023 04:49 AM","TRAFFIC CRASH","16200 BLOCK BRUCE B DOWNS BLVD","233","166787"
"04-21-2023 04:40 AM","ANIMAL NUISANCE","1200 BLOCK E LAKE AVE","96","166784"
"04-21-2023 04:40 AM","RESID/COMMERIAL ALARM","6400 BLOCK N 43RD ST","55","166785"
"04-21-2023 04:38 AM","TRAFFIC LIGHT OUT","E HILLSBOROUGH AVE / N 19TH ST","72","166783"
"04-21-2023 04:37 AM","CRIMINAL MISCHIEF","3800 BLOCK E NORFOLK ST","40","168100"
"04-21-2023 04:37 AM","MENTALLY ILL PERSON","GRID ONLY","149","166782"
"04-21-2023 04:26 AM","BUILDING CHECK","3900 BLOCK W GRANADA ST","174","166779"
"04-21-2023 04:23 AM","BUILDING CHECK","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","166771"
"04-21-2023 04:21 AM","VEHICLE STOP/TRAFFIC","W DR MARTIN LUTHER KING JR BLVD / N HIMES AVE","90","166778"
"04-21-2023 04:09 AM","NATURE UNKNOWN","1 TAMPA GENERAL CIR","133","166772"
"04-21-2023 04:04 AM","BUILDING CHECK","4400 BLOCK W TAMPA BAY BLVD","89","166773"
"04-21-2023 04:00 AM","VEHICLE STOP/TRAFFIC","N 34TH ST / E ELLICOTT ST","74","166768"
"04-21-2023 03:58 AM","BUILDING CHECK","17300 BLOCK COMMERCE PARK BLVD","238","166767"
"04-21-2023 03:54 AM","MISDEMEANOR","11500 BLOCK N 30TH ST","6","166764"
"04-21-2023 03:53 AM","VEHICLE STOP/TRAFFIC","E HANNA AVE / N 15TH ST","59","166765"
"04-21-2023 03:31 AM","RESID/COMMERIAL ALARM","4900 BLOCK N MENDENHALL DR","79","166756"
"04-21-2023 03:29 AM","PARKING VIOLATION","N FLORIDA AVE / E FLORIBRASKA AVE","105","166757"
"04-21-2023 03:23 AM","HIT AND RUN","1800 BLOCK N WEST SHORE BLVD","119","166739"
"04-21-2023 03:15 AM","DISTURBANCE","800 BLOCK S DAKOTA AVE","167","166750"
"04-21-2023 03:15 AM","BUILDING CHECK","600 BLOCK N 12TH ST","142","166755"
"04-21-2023 03:15 AM","DISTURBANCE","300 BLOCK S HOWARD AVE","160","166754"
"04-21-2023 03:14 AM","NARCOTIC LAW (DRUGS)","8700 BLOCK N MANDARINE PL","33","166723"
"04-21-2023 03:13 AM","INFORMATION","1500 BLOCK E 5TH AVE","128","166753"
"04-21-2023 03:12 AM","DISTURBANCE","1800 BLOCK N WEST SHORE BLVD","119","166751"
"04-21-2023 03:09 AM","VEHICLE STOP/TRAFFIC","N 40TH ST / E COMANCHE AVE","62","166752"
"04-21-2023 03:02 AM","INFORMATION","5100 BLOCK POINTE OF TAMPA WAY","237","166749"
"04-21-2023 03:00 AM","MISDEMEANOR","8200 BLOCK N NEBRASKA AVE","38","166742"
"04-21-2023 02:56 AM","BUILDING CHECK","5500 BLOCK E BROADWAY AVE","132","166747"
"04-21-2023 02:54 AM","DISTURBANCE","9300 BLOCK N 30TH ST","22","166745"
"04-21-2023 02:54 AM","TRAFFIC CRASH","ADAMO DR / N 21ST ST","146","166744"
"04-21-2023 02:47 AM","LOST/FOUND PROPERTY","9000 BLOCK WESTCHESTER CIR","28","166741"
"04-21-2023 02:44 AM","DISTURBANCE","8700 BLOCK DEL REY CT","33","166738"
"04-21-2023 02:43 AM","MISDEMEANOR","E LAUREL ST / N MORGAN ST","140","166737"
"04-21-2023 02:39 AM","ASSAULT/BATTERY","500 BLOCK E DR MARTIN LUTHER KING JR BLVD","82","166736"
"04-21-2023 02:35 AM","BUILDING CHECK","17200 BLOCK HEART OF PALMS DR","238","166732"
"04-21-2023 02:34 AM","DISTURBANCE","4700 BLOCK W KENNEDY BLVD","150","166731"
"04-21-2023 02:30 AM","MENTALLY ILL PERSON","GRID ONLY","157","166726"
"04-21-2023 02:27 AM","VEHICLE STOP/TRAFFIC","E PALM AVE / N FLORIDA AVE","115","166725"
"04-21-2023 02:06 AM","SUSPICIOUS PERSON","3000 BLOCK HUDSON ST","111","166722"
"04-21-2023 02:03 AM","VEHICLE STOP/TRAFFIC","CHANNELSIDE DR / E TWIGGS ST","142","166720"
"04-21-2023 02:03 AM","BUILDING CHECK","1800 BLOCK N 50TH ST","131","166718"
"04-21-2023 01:53 AM","INFORMATION","N 15TH ST / E 7TH AVE","127","166716"
"04-21-2023 01:53 AM","RESID/COMMERIAL ALARM","100 BLOCK S FRANKLIN ST","144","166715"
"04-21-2023 01:50 AM","BUILDING CHECK","5400 BLOCK PRIMROSE LAKE CIR","238","166714"
"04-21-2023 01:43 AM","FIRE","2500 BLOCK W PALMETTO ST","113","166713"
"04-21-2023 01:39 AM","NATURE UNKNOWN","1000 BLOCK N WEST SHORE BLVD","118","166704"
"04-21-2023 01:39 AM","BUILDING CHECK","10900 BLOCK MCKINLEY DR","7","166712"
"04-21-2023 01:32 AM","VEHICLE STOP/TRAFFIC","S ROME AVE / W PLATT ST","160","166709"
"04-21-2023 01:31 AM","DISTURBANCE","2500 BLOCK E BUSCH BLVD","22","166705"
"04-21-2023 01:30 AM","BUILDING CHECK","900 BLOCK SEVERN AVE","133","166707"
"04-21-2023 01:28 AM","VEHICLE STOP/TRAFFIC","N 15TH ST / E 6TH AVE","127","166706"
"04-21-2023 01:24 AM","DISTURBANCE","5200 BLOCK N LOIS AVE","64","166698"
"04-21-2023 01:21 AM","RECKLESS DRIVING","N TAMPA ST / W EMILY ST","94","166703"
"04-21-2023 01:18 AM","DISTURBANCE","1800 BLOCK N WEST SHORE BLVD","119","166697"
"04-21-2023 01:17 AM","STOLEN VEHICLE","1400 BLOCK E 7TH AVE","127","166696"
"04-21-2023 01:16 AM","BUILDING CHECK","3100 BLOCK N ROCKY POINT DR","117","166702"
"04-21-2023 01:16 AM","RESID/COMMERIAL ALARM","500 BLOCK W PLATT ST","162","166688"
"04-21-2023 01:15 AM","VEHICLE STOP/TRAFFIC","N 15TH ST / E PALM AVE","127","166700"
"04-21-2023 01:14 AM","DISTURBANCE","1700 BLOCK E 8TH AVE","128","166699"
"04-21-2023 01:12 AM","GRAND THEFT","3200 BLOCK N FLORIDA AVE","95","166694"
"04-21-2023 01:11 AM","BUILDING CHECK","15500 BLOCK BRUCE B DOWNS BLVD","222","166695"
"04-21-2023 01:10 AM","MISSING PERS/RUNAWAY","8600 BLOCK N MULBERRY ST","29","166691"
"04-21-2023 01:05 AM","DISTURBANCE","11600 BLOCK N 22ND ST","6","166677"
"04-21-2023 01:04 AM","DISABLED VEHICLE","HUNTERS GREEN DR / HAMPSHIRE OAK DR","252","166684"
"04-21-2023 01:00 AM","VEHICLE STOP/TRAFFIC","KNIGHTS RUN AVE / HARBOUR POST DR","145","166686"
"04-21-2023 12:57 AM","VEHICLE STOP/TRAFFIC","E OSBORNE AVE / N TROY ST","86","166683"
"04-21-2023 12:55 AM","BUILDING CHECK","16600 BLOCK PALM ROYAL DR","237","166682"
"04-21-2023 12:54 AM","VEHICLE STOP/TRAFFIC","E KENNEDY BLVD / N MERIDIAN AVE","142","166681"
"04-21-2023 12:52 AM","VEHICLE STOP/TRAFFIC","W SPRUCE ST / N ROME AVE","123","166680"
"04-21-2023 12:51 AM","PROJECT","N 46TH ST / E REGNAS AVE","40","166679"
"04-21-2023 12:49 AM","VEHICLE STOP/TRAFFIC","N 15TH ST / E 2ND AVE","127","166678"
"04-21-2023 12:49 AM","MISSING PERS/RUNAWAY","1300 BLOCK W MAIN ST","124","166657"
"04-21-2023 12:43 AM","SUSPICIOUS PERSON","5600 BLOCK W CYPRESS ST","117","166675"
"04-21-2023 12:43 AM","VEHICLE STOP/TRAFFIC","1900 BLOCK ADAMO DR","146","166676"
"04-21-2023 12:42 AM","DOMESTIC DISPUTE","3400 BLOCK E POWHATAN AVE","62","166674"
"04-21-2023 12:40 AM","VEHICLE STOP/TRAFFIC","E OSBORNE AVE / N 34TH ST","86","166673"
"04-21-2023 12:38 AM","VEHICLE STOP/TRAFFIC","N 19TH ST / E OSBORNE AVE","84","166672"
"04-21-2023 12:38 AM","PROJECT","E ANNIE ST / N 29TH ST","22","166671"
"04-21-2023 12:38 AM","BUILDING CHECK","600 BLOCK S BOULEVARD","161","166670"
"04-21-2023 12:37 AM","VEHICLE STOP/TRAFFIC","E NORTH BAY ST / N 36TH ST","86","166667"
"04-21-2023 12:36 AM","BUILDING CHECK","100 BLOCK COLUMBIA DR","133","166665"
"04-21-2023 12:35 AM","DISTURBANCE","3100 BLOCK W OSBORNE AVE","66","166662"
"04-21-2023 12:33 AM","MENTALLY ILL PERSON","GRID ONLY","131","166660"
"04-21-2023 12:33 AM","DOMESTIC DISPUTE","9000 BLOCK WESTCHESTER CIR","28","166659"
"04-21-2023 12:32 AM","MISDEMEANOR","4800 BLOCK N CORTEZ AVE","68","166647"
"04-21-2023 12:29 AM","VEHICLE STOP/TRAFFIC","KNIGHTS RUN AVE / HARBOUR POST DR","145","166656"
"04-21-2023 12:28 AM","MISSING PERS/RUNAWAY","900 BLOCK E POINSETTIA AVE","12","168091"
"04-21-2023 12:27 AM","RESID/COMMERIAL ALARM","4900 BLOCK N MENDENHALL DR","79","166649"
"04-21-2023 12:27 AM","VEHICLE STOP/TRAFFIC","N CENTRAL AVE / E ROSS AVE","116","166653"
"04-21-2023 12:26 AM","RESID/COMMERIAL ALARM","500 BLOCK S HOWARD AVE","160","166650"
"04-21-2023 12:26 AM","TRAFFIC CRASH","W COURTNEY CAMPBELL CSWY / CAMPBELL CSWY ACCESS RD S","117","166643"
"04-21-2023 12:24 AM","INFORMATION","1500 BLOCK E 7TH AVE","128","166648"
"04-21-2023 12:19 AM","VEHICLE STOP/TRAFFIC","W ALFRED ST / N OLA AVE","105","166645"
"04-21-2023 12:17 AM","VEHICLE STOP/TRAFFIC","N ALBANY AVE / W SAINT CONRAD ST","114","166644"
"04-21-2023 12:15 AM","VEHICLE STOP/TRAFFIC","E COLUMBUS DR / N NEBRASKA AVE","116","166642"
"04-21-2023 12:13 AM","BUILDING CHECK","W COLUMBUS DR / N MACDILL AVE","112","166639"
"04-21-2023 12:12 AM","SUSPICIOUS PERSON","2600 BLOCK E 110TH AVE","6","166634"
"04-21-2023 12:11 AM","PROJECT","N 22ND ST / E FOWLER AVE","5","166636"
"04-21-2023 12:11 AM","VEHICLE STOP/TRAFFIC","W MAIN ST / N ALBANY AVE","123","166635"
"04-21-2023 12:10 AM","VEHICLE STOP/TRAFFIC","E DR MARTIN LUTHER KING JR BLVD / N 16TH ST","97","166633"
"04-21-2023 12:09 AM","RECKLESS DRIVING","SEVERN AVE / MARTINIQUE AVE","133","168066"
"04-21-2023 12:08 AM","VEHICLE STOP/TRAFFIC","E EMILY ST / N JEFFERSON ST","95","166632"
"04-21-2023 12:07 AM","ASSAULT/BATTERY","5000 BLOCK N GRADY AVE","68","166629"
"04-21-2023 12:07 AM","VEHICLE STOP/TRAFFIC","TAMPA PALMS BLVD W / PALM POINTE DR","237","166631"
"04-21-2023 12:03 AM","INFORMATION","1800 BLOCK W HILLSBOROUGH AVE","79","166628"
"04-21-2023 12:03 AM","PROJECT","N 17TH ST / E IDELL ST","39","166627"
"04-21-2023 12:02 AM","NATURE UNKNOWN","2200 BLOCK E 17TH AVE","109","166626"
"04-21-2023 12:00 AM","VEHICLE STOP/TRAFFIC","N ROME AVE / W SAINT LOUIS ST","114","166625"
"04-21-2023 12:00 AM","INFORMATION","3300 BLOCK BAYSHORE BLVD","179","168106"
"04-21-2023 12:00 AM","LIQUOR LAW","100 BLOCK KEY HAVEN CT","161","168104"
"04-20-2023 11:58 PM","DISTURBANCE","200 BLOCK E HAMILTON AVE","44","166621"
"04-20-2023 11:58 PM","VEHICLE STOP/TRAFFIC","E 8TH AVE / N 19TH ST","128","166623"
"04-20-2023 11:54 PM","VEHICLE STOP/TRAFFIC","N DALE MABRY HWY / W DR MARTIN LUTHER KING JR BLVD","89","166619"
"04-20-2023 11:54 PM","JUVENILE CURFEW LAW","5500 BLOCK E 30TH AVE","101","166618"
"04-20-2023 11:50 PM","VEHICLE STOP/TRAFFIC","E CHELSEA ST / N 22ND ST","84","166615"
"04-20-2023 11:48 PM","BUILDING CHECK","1300 BLOCK N TAMPA ST","140","166599"
"04-20-2023 11:48 PM","VEHICLE STOP/TRAFFIC","E LAKE AVE / N 22ND ST","97","166614"
"04-20-2023 11:48 PM","VEHICLE STOP/TRAFFIC","BRUCE B DOWNS BLVD / TAMPA PALMS BLVD","225","166613"
"04-20-2023 11:47 PM","JUVENILE CURFEW LAW","3700 BLOCK N 35TH ST","99","166612"
"04-20-2023 11:46 PM","DOMESTIC DISPUTE","5300 BLOCK E 14TH AVE","132","166609"
"04-20-2023 11:44 PM","VEHICLE STOP/TRAFFIC","N AV REPUBLICA DE CUBA / E LAKE AVE","96","166608"
"04-20-2023 11:43 PM","VEHICLE STOP/TRAFFIC","E 26TH AVE / N 26TH ST","109","166606"
"04-20-2023 11:39 PM","RESID/COMMERIAL ALARM","4900 BLOCK N MENDENHALL DR","79","166602"
"04-20-2023 11:38 PM","BUILDING CHECK","W PLATT ST / S DALE MABRY HWY","157","166604"
"04-20-2023 11:38 PM","JUVENILE CURFEW LAW","3500 BLOCK E 33RD AVE","99","166603"
"04-20-2023 11:36 PM","VEHICLE STOP/TRAFFIC","2100 BLOCK E 7TH AVE","128","166600"
"04-20-2023 11:35 PM","BUILDING CHECK","10900 BLOCK CROSS CREEK BLVD","260","166598"
"04-20-2023 11:35 PM","BURG OF A STRUCTURE","8100 BLOCK N ALASKA ST","38","166595"
"04-20-2023 11:33 PM","BUILDING CHECK","5800 BLOCK N 30TH ST","61","166596"
"04-20-2023 11:33 PM","VEHICLE STOP/TRAFFIC","E 29TH AVE / N 15TH ST","96","166594"
"04-20-2023 11:31 PM","RESID/COMMERIAL ALARM","100 BLOCK S GUNLOCK AVE","158","166587"
"04-20-2023 11:30 PM","VEHICLE STOP/TRAFFIC","N 26TH ST / E 38TH AVE","85","166593"
"04-20-2023 11:30 PM","DISTURBANCE","N ASHLEY DR / E TWIGGS ST","143","166546"
"04-20-2023 11:29 PM","RESID/COMMERIAL ALARM","700 BLOCK N DALE MABRY HWY","151","166589"
"04-20-2023 11:29 PM","VEHICLE STOP/TRAFFIC","W CLEVELAND ST / S MELVILLE AVE","160","166591"
"04-20-2023 11:23 PM","VEHICLE STOP/TRAFFIC","2900 BLOCK N HOWARD AVE","114","166586"
"04-20-2023 11:21 PM","PROJECT","E RICHMERE ST / N 9TH ST","20","166585"
"04-20-2023 11:20 PM","BUILDING CHECK","5000 BLOCK N CENTRAL AVE","70","166584"
"04-20-2023 11:20 PM","BUILDING CHECK","CROSS CREEK BLVD / BROOKRON DR","253","166583"
"04-20-2023 11:19 PM","DISTURBANCE","8200 BLOCK N NEBRASKA AVE","38","166580"
"04-20-2023 11:19 PM","DOMESTIC DISPUTE","2100 BLOCK E BUSCH BLVD","21","166581"
"04-20-2023 11:18 PM","TRAFFIC CRASH","E BROREIN ST / S MORGAN ST","144","166561"
"04-20-2023 11:18 PM","RESID/COMMERIAL ALARM","300 BLOCK E DAVIS BLVD","133","166579"
"04-20-2023 11:14 PM","BUILDING CHECK","8400 BLOCK NEW TAMPA BLVD","245","166575"
"04-20-2023 11:13 PM","TRAFFIC CRASH","300 BLOCK S JEFFERSON ST","144","166554"
"04-20-2023 11:10 PM","MISDEMEANOR","2000 BLOCK N 50TH ST","132","166574"
"04-20-2023 11:07 PM","MISDEMEANOR","3400 BLOCK N 15TH ST","97","166568"
"04-20-2023 11:04 PM","BUILDING CHECK","500 BLOCK E HUGH ST","106","166566"
"04-20-2023 11:04 PM","HIT AND RUN","N 16TH ST / E 7TH AVE","128","166570"
"04-20-2023 11:04 PM","MISDEMEANOR","N 34TH ST / E NORTH BAY ST","86","166569"
"04-20-2023 11:02 PM","VEHICLE STOP/TRAFFIC","ADAMO DR / N 19TH ST","146","166567"
"04-20-2023 11:01 PM","AUTO BURGLARY","1700 BLOCK E 9TH AVE","128","166564"
"04-20-2023 10:59 PM","DISTURBANCE","8900 BLOCK N DEXTER AVE","27","166563"
"04-20-2023 10:58 PM","INFORMATION","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","166562"
"04-20-2023 10:57 PM","INFORMATION","700 BLOCK S STERLING AVE","165","166560"
"04-20-2023 10:56 PM","TRAFFIC CRASH","S TAMPA ST / E BROREIN ST","144","166486"
"04-20-2023 10:56 PM","MISDEMEANOR","1700 BLOCK E HILLSBOROUGH AVE","60","166559"
"04-20-2023 10:54 PM","VEHICLE STOP/TRAFFIC","2200 BLOCK MALLORY AVE","109","166557"
"04-20-2023 10:54 PM","DISTURBANCE","E SEWARD ST / N 12TH ST","29","166556"
"04-20-2023 10:52 PM","DOMESTIC DISPUTE","8600 BLOCK N MULBERRY ST","29","166550"
"04-20-2023 10:47 PM","INFORMATION","4400 BLOCK W KENNEDY BLVD","156","166553"
"04-20-2023 10:46 PM","MISDEMEANOR","7400 BLOCK PICNIC ISLAND BLVD","194","166552"
"04-20-2023 10:45 PM","MISDEMEANOR","4700 BLOCK W KENNEDY BLVD","156","166519"
"04-20-2023 10:44 PM","VEHICLE STOP/TRAFFIC","N 34TH ST / E NORTH BAY ST","86","166551"
"04-20-2023 10:43 PM","DISTURBANCE","8500 BLOCK N ALASKA ST","29","166533"
"04-20-2023 10:42 PM","ASSAULT/BATTERY","E COLUMBUS DR / N NEBRASKA AVE","116","166541"
