"DISPATCHED","DESCRIPTION","ADDRESS","GRID","REPORT"
"04-20-2023 10:42 PM","INFORMATION","3100 BLOCK N NEBRASKA AVE","107","166534"
"04-20-2023 10:42 PM","HIT AND RUN","1600 BLOCK W SWANN AVE","167","166491"
"04-20-2023 10:41 PM","VEHICLE STOP/TRAFFIC","N 37TH ST / E SHADOWLAWN AVE","74","166549"
"04-20-2023 10:41 PM","INFORMATION","500 BLOCK KNIGHTS RUN AVE","145","166548"
"04-20-2023 10:40 PM","BUILDING CHECK","4600 BLOCK W KENNEDY BLVD","150","166547"
"04-20-2023 10:40 PM","VEHICLE STOP/TRAFFIC","E 7TH AVE / N 13TH ST","127","166545"
"04-20-2023 10:40 PM","VEHICLE STOP/TRAFFIC","N LOIS AVE / W GRAY ST","150","166544"
"04-20-2023 10:37 PM","INFORMATION","1400 BLOCK S LORENZO AVE","171","166543"
"04-20-2023 10:37 PM","RESID/COMMERIAL ALARM","2500 BLOCK N TAMPA ST","115","166536"
"04-20-2023 10:37 PM","BUILDING CHECK","13500 BLOCK CYPRESS GLEN LN","221","166539"
"04-20-2023 10:36 PM","ASSAULT/BATTERY","2100 BLOCK E BUSCH BLVD","21","166537"
"04-20-2023 10:35 PM","VEHICLE STOP/TRAFFIC","W SAINT LOUIS ST / N ARMENIA AVE","113","166538"
"04-20-2023 10:35 PM","DOMESTIC DISPUTE","9400 BLOCK N 50TH ST","24","166364"
"04-20-2023 10:34 PM","VEHICLE STOP/TRAFFIC","N DALE MABRY HWY / W DR MARTIN LUTHER KING JR BLVD","89","166535"
"04-20-2023 10:31 PM","VEHICLE STOP/TRAFFIC","E 7TH AVE / N 13TH ST","127","166532"
"04-20-2023 10:31 PM","VEHICLE STOP/TRAFFIC","N 21ST ST / E 5TH AVE","128","166531"
"04-20-2023 10:29 PM","SUSPICIOUS PERSON","200 BLOCK W LAUREL ST","140","166523"
"04-20-2023 10:29 PM","DISTURBANCE","E CRAWFORD ST / N 10TH ST","45","166527"
"04-20-2023 10:27 PM","INFORMATION","3800 BLOCK W TAMPA BAY BLVD","89","166528"
"04-20-2023 10:25 PM","MISDEMEANOR","4900 BLOCK W CYPRESS ST","118","166518"
"04-20-2023 10:23 PM","VEHICLE STOP/TRAFFIC","N HOWARD AVE / W STATE ST","138","166524"
"04-20-2023 10:23 PM","TRAFFIC CRASH","W WATERS AVE / N ARMENIA AVE","34","166522"
"04-20-2023 10:21 PM","INFORMATION","2900 BLOCK E 29TH AVE","98","165770"
"04-20-2023 10:21 PM","MISDEMEANOR","2100 BLOCK E FOWLER AVE","5","166521"
"04-20-2023 10:20 PM","VEHICLE STOP/TRAFFIC","CHANNELSIDE DR / E 4TH AVE","127","166520"
"04-20-2023 10:20 PM","DISTURBANCE","100 BLOCK S GRADY AVE","157","166328"
"04-20-2023 10:19 PM","INFORMATION","4700 BLOCK W KENNEDY BLVD","150","166517"
"04-20-2023 10:17 PM","VEHICLE STOP/TRAFFIC","N 26TH ST / ADAMO DR","147","166516"
"04-20-2023 10:15 PM","AGG ASSAULT/BATTERY","E 22ND AVE / N 17TH ST","108","166512"
"04-20-2023 10:13 PM","MISDEMEANOR","8900 BLOCK N BOULEVARD","27","166499"
"04-20-2023 10:09 PM","INFORMATION","BAYSHORE BLVD / W PLATT ST","162","166508"
"04-20-2023 10:08 PM","INFORMATION","2700 BLOCK W FOUNTAIN BLVD","166","166466"
"04-20-2023 10:06 PM","VEHICLE STOP/TRAFFIC","2700 BLOCK E 24TH AVE","109","166507"
"04-20-2023 10:00 PM","WIRE DOWN","400 BLOCK W AMELIA AVE","115","166439"
"04-20-2023 09:59 PM","VEHICLE STOP/TRAFFIC","N JEFFERSON ST / E CASS ST","143","166500"
"04-20-2023 09:57 PM","VEHICLE STOP/TRAFFIC","E PALM AVE / N 22ND ST","128","166498"
"04-20-2023 09:56 PM","INFORMATION","5000 BLOCK E BUSCH BLVD","33","166497"
"04-20-2023 09:56 PM","VEHICLE STOP/TRAFFIC","E PALM AVE / NUCCIO PKWY","127","166496"
"04-20-2023 09:55 PM","INFORMATION","2800 BLOCK SATELLITE CT","124","166495"
"04-20-2023 09:55 PM","DISABLED VEHICLE","W CYPRESS ST / N HIMES AVE","136","166494"
"04-20-2023 09:54 PM","JUVENILE CURFEW LAW","2900 BLOCK N 17TH ST","108","166493"
"04-20-2023 09:54 PM","INFORMATION","400 BLOCK N FRANKLIN ST","143","166492"
"04-20-2023 09:52 PM","VEHICLE STOP/TRAFFIC","N 34TH ST / E POWHATAN AVE","62","166490"
"04-20-2023 09:51 PM","DISABLED VEHICLE","E COLUMBUS DR / N 50TH ST","131","166485"
"04-20-2023 09:49 PM","LOST/FOUND PROPERTY","400 BLOCK N FRANKLIN ST","143","166487"
"04-20-2023 09:48 PM","MENTALLY ILL PERSON","GRID ONLY","184","166450"
"04-20-2023 09:46 PM","RESID/COMMERIAL ALARM","1800 BLOCK E 4TH AVE","128","166469"
"04-20-2023 09:46 PM","VEHICLE STOP/TRAFFIC","N 50TH ST / E DR MARTIN LUTHER KING JR BLVD","100","166484"
"04-20-2023 09:46 PM","VEHICLE STOP/TRAFFIC","CHANNELSIDE DR / E TWIGGS ST","142","166483"
"04-20-2023 09:44 PM","BUILDING CHECK","4000 BLOCK E CAYUGA ST","87","166480"
"04-20-2023 09:42 PM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E LAMBRIGHT ST","51","166479"
"04-20-2023 09:41 PM","DISTURBANCE","1200 BLOCK N MARION ST","140","166474"
"04-20-2023 09:41 PM","INFORMATION","N 19TH ST / E DR MARTIN LUTHER KING JR BLVD","97","166477"
"04-20-2023 09:41 PM","NATURE UNKNOWN","2100 BLOCK W BEACH ST","114","166467"
"04-20-2023 09:41 PM","MISDEMEANOR","4100 BLOCK WATERSIDE ISLAND CT","55","166453"
"04-20-2023 09:41 PM","DISTURBANCE","7400 BLOCK PICNIC ISLAND BLVD","194","166475"
"04-20-2023 09:40 PM","JUVENILE CURFEW LAW","10200 BLOCK ALTMAN ST","14","166476"
"04-20-2023 09:40 PM","FOLLOW UP INVESTIGATION","3400 BLOCK BISHOP EDDIE NEWKIRK WAY","110","166446"
"04-20-2023 09:40 PM","ANIMAL NUISANCE","N EDISON AVE / W PERDIZ ST","17","166382"
"04-20-2023 09:39 PM","DISTURBANCE","N 17TH ST / E IDELL ST","39","166470"
"04-20-2023 09:39 PM","PROJECT","5600 BLOCK N NEBRASKA AVE","59","166473"
"04-20-2023 09:38 PM","DISTURBANCE","3800 BLOCK E OSBORNE AVE","74","166472"
"04-20-2023 09:37 PM","DOMESTIC DISPUTE","2900 BLOCK N HIMES AVE","112","166463"
"04-20-2023 09:36 PM","PROSTITUTION","9300 BLOCK N NEBRASKA AVE","19","166394"
"04-20-2023 09:34 PM","BURG OF A STRUCTURE","7700 BLOCK N HUNTLEY AVE","44","166464"
"04-20-2023 09:34 PM","BUILDING CHECK","4500 BLOCK N HIMES AVE","78","166461"
"04-20-2023 09:34 PM","DISTURBANCE","2500 BLOCK N TAMPA ST","115","166413"
"04-20-2023 09:29 PM","MISDEMEANOR","4600 BLOCK N DALE MABRY HWY","77","166445"
"04-20-2023 09:29 PM","VEHICLE STOP/TRAFFIC","N 11TH ST / E WASHINGTON ST","145","166458"
"04-20-2023 09:28 PM","MISDEMEANOR","3600 BLOCK N 50TH ST","100","166409"
"04-20-2023 09:28 PM","INFORMATION","N 50TH ST / MELBURNE BLVD","111","166457"
"04-20-2023 09:27 PM","VEHICLE STOP/TRAFFIC","N 37TH ST / E DR MARTIN LUTHER KING JR BLVD","99","166456"
"04-20-2023 09:27 PM","SUSPICIOUS VEHICLE","1500 BLOCK S RICHARD AVE","169","166454"
"04-20-2023 09:26 PM","VEHICLE STOP/TRAFFIC","16100 BLOCK TAMPA PALMS BLVD W","233","166455"
"04-20-2023 09:24 PM","VEHICLE STOP/TRAFFIC","E PATTERSON ST / N FLORIDA AVE","43","166451"
"04-20-2023 09:23 PM","DISTURBANCE","3300 BLOCK E ELLICOTT ST","74","166449"
"04-20-2023 09:22 PM","INFORMATION","5500 BLOCK N MIAMI AVE","58","166395"
"04-20-2023 09:22 PM","INFORMATION","700 BLOCK S VILLAGE CIR","167","166448"
"04-20-2023 09:21 PM","NATURE UNKNOWN","8500 BLOCK N TALIAFERRO AVE","28","166433"
"04-20-2023 09:21 PM","FOLLOW UP INVESTIGATION","400 BLOCK N FRANKLIN ST","143","166447"
"04-20-2023 09:19 PM","MISDEMEANOR","800 BLOCK E DR MARTIN LUTHER KING JR BLVD","95","166428"
"04-20-2023 09:19 PM","VEHICLE STOP/TRAFFIC","16100 BLOCK TAMPA PALMS BLVD W","233","166444"
"04-20-2023 09:19 PM","SUSPICIOUS PERSON","6200 BLOCK S MARTINDALE AVE","197","166440"
"04-20-2023 09:19 PM","INFORMATION","2600 BLOCK CORRINE ST","147","166420"
"04-20-2023 09:18 PM","VEHICLE STOP/TRAFFIC","S WEST SHORE BLVD / W FIELDER ST","183","166442"
"04-20-2023 09:18 PM","VEHICLE STOP/TRAFFIC","N 44TH ST / E CHELSEA ST","87","166441"
"04-20-2023 09:17 PM","TRAFFIC CRASH","W KENNEDY BLVD / N ARMENIA AVE","159","166438"
"04-20-2023 09:15 PM","INFORMATION","2200 BLOCK N WEST SHORE BLVD","120","166417"
"04-20-2023 09:15 PM","NATURE UNKNOWN","8100 BLOCK N BROOKS ST","38","166431"
"04-20-2023 09:14 PM","VEHICLE STOP/TRAFFIC","N 28TH ST / E 27TH AVE","98","166436"
"04-20-2023 09:13 PM","VEHICLE STOP/TRAFFIC","N 29TH ST / E DR MARTIN LUTHER KING JR BLVD","98","166435"
"04-20-2023 09:13 PM","JUVENILE CURFEW LAW","8200 BLOCK N 11TH ST","38","166434"
"04-20-2023 09:12 PM","INFORMATION","5600 BLOCK N NEBRASKA AVE","59","166416"
"04-20-2023 09:12 PM","VEHICLE STOP/TRAFFIC","S PLANT AVE / W BEACH PL","162","166432"
"04-20-2023 09:11 PM","VEHICLE STOP/TRAFFIC","W GANDY BLVD / BRIDGE ST","186","166429"
"04-20-2023 09:10 PM","BUILDING CHECK","5400 BLOCK PRIMROSE LAKE CIR","238","166427"
"04-20-2023 09:10 PM","JUVENILE CURFEW LAW","4400 BLOCK N 40TH ST","86","166426"
"04-20-2023 09:09 PM","FIRE","2900 BLOCK E CRAWFORD ST","47","166424"
"04-20-2023 09:09 PM","VEHICLE STOP/TRAFFIC","N 40TH ST / E CHELSEA ST","86","166425"
"04-20-2023 09:09 PM","RESID/COMMERIAL ALARM","400 BLOCK E JACKSON ST","144","166423"
"04-20-2023 09:04 PM","DISTURBANCE","8300 BLOCK N GREENWOOD AVE","40","166408"
"04-20-2023 09:02 PM","DISTURBANCE","1900 BLOCK E HENRY AVE","60","166414"
"04-20-2023 09:02 PM","MISDEMEANOR","2000 BLOCK N 50TH ST","132","166407"
"04-20-2023 09:02 PM","VEHICLE STOP/TRAFFIC","BAYSHORE BLVD / DAVIS ISLAND BRIDGE","133","166415"
"04-20-2023 09:01 PM","DISTURBANCE","3400 BLOCK W TYSON AVE","192","166389"
"04-20-2023 09:01 PM","JUVENILE CURFEW LAW","1700 BLOCK W WALNUT ST","123","166412"
"04-20-2023 09:00 PM","TRAFFIC CRASH","N ARMENIA AVE / W HILLSBOROUGH AVE","66","166391"
"04-20-2023 08:59 PM","RESID/COMMERIAL ALARM","1300 BLOCK E FOWLER AVE","4","166398"
"04-20-2023 08:59 PM","JUVENILE CURFEW LAW","2100 BLOCK E 23RD AVE","108","166411"
"04-20-2023 08:59 PM","ASSAULT/BATTERY","100 BLOCK E TYLER ST","140","166400"
"04-20-2023 08:57 PM","DISTURBANCE","9700 BLOCK N NEBRASKA AVE","20","166396"
"04-20-2023 08:56 PM","JUVENILE CURFEW LAW","4200 BLOCK E CURTIS ST","87","166406"
"04-20-2023 08:56 PM","JUVENILE CURFEW LAW","900 BLOCK W GRACE ST","139","166405"
"04-20-2023 08:55 PM","VEHICLE STOP/TRAFFIC","6700 BLOCK N ROME AVE","48","166404"
"04-20-2023 08:50 PM","JUVENILE CURFEW LAW","2600 BLOCK E 23RD AVE","109","166401"
"04-20-2023 08:50 PM","VEHICLE STOP/TRAFFIC","N 20TH ST / DURHAM ST","146","166399"
"04-20-2023 08:47 PM","MISDEMEANOR","100 BLOCK S WEST SHORE BLVD","156","166392"
"04-20-2023 08:45 PM","NATURE UNKNOWN","1900 BLOCK W KATHLEEN ST","92","166384"
"04-20-2023 08:45 PM","VEHICLE STOP/TRAFFIC","BAYSHORE BLVD / S ROME AVE","172","166397"
"04-20-2023 08:42 PM","JUVENILE CURFEW LAW","1300 BLOCK W MAIN ST","124","166393"
"04-20-2023 08:41 PM","DISTURBANCE","1300 BLOCK E ANNIE ST","20","166385"
"04-20-2023 08:40 PM","RESID/COMMERIAL ALARM","4900 BLOCK N MENDENHALL DR","79","166390"
"04-20-2023 08:40 PM","DISTURBANCE","4100 BLOCK E BUSCH BLVD","32","166381"
"04-20-2023 08:37 PM","BUILDING CHECK","17500 BLOCK PRESERVE WALK LN","240","166387"
"04-20-2023 08:34 PM","DISTURBANCE","2300 BLOCK N NEBRASKA AVE","107","166367"
"04-20-2023 08:33 PM","FIRE","N 22ND ST / E OSBORNE AVE","84","166380"
"04-20-2023 08:32 PM","INFORMATION","100 BLOCK S 34TH ST","147","166375"
"04-20-2023 08:30 PM","GRAND THEFT","1100 BLOCK E KENNEDY BLVD","142","166266"
"04-20-2023 08:29 PM","ASSAULT/BATTERY","10000 BLOCK N 15TH ST","12","166347"
"04-20-2023 08:28 PM","TRAFFIC CRASH","3800 BLOCK N FLORIDA AVE","94","166327"
"04-20-2023 08:27 PM","SUSPICIOUS PERSON","SAINT CROIX DR / CULBREATH ISLES DR","168","166359"
"04-20-2023 08:27 PM","DISTURBANCE","2100 BLOCK W FERRIS AVE","79","166374"
"04-20-2023 08:27 PM","RESID/COMMERIAL ALARM","5000 BLOCK E FOWLER AVE","8","166370"
"04-20-2023 08:24 PM","MISSING PERS/RUNAWAY","8400 BLOCK N 15TH ST","29","166372"
"04-20-2023 08:24 PM","MISSING PERS/RUNAWAY","3100 BLOCK W RIO VISTA AVE","66","166361"
"04-20-2023 08:22 PM","INFORMATION","S MANHATTAN AVE / INTERBAY BLVD","199","166368"
"04-20-2023 08:21 PM","VEHICLE STOP/TRAFFIC","4000 BLOCK CAUSEWAY BLVD","147","166366"
"04-20-2023 08:20 PM","MISDEMEANOR","8400 BLOCK N 11TH ST","29","166357"
"04-20-2023 08:19 PM","JUVENILE CURFEW LAW","1900 BLOCK N MITCHELL AVE","126","166363"
"04-20-2023 08:17 PM","VEHICLE STOP/TRAFFIC","3900 BLOCK E JEAN ST","55","166362"
"04-20-2023 08:16 PM","INFORMATION","200 BLOCK E CHELSEA ST","82","165577"
"04-20-2023 08:14 PM","INFORMATION","400 BLOCK N FRANKLIN ST","143","166358"
"04-20-2023 08:13 PM","INFORMATION","2500 BLOCK W VIOLET ST","66","166355"
"04-20-2023 08:12 PM","TRAFFIC CRASH","N HIMES AVE / W COLUMBUS DR","112","166227"
"04-20-2023 08:12 PM","BUILDING CHECK","18700 BLOCK HIGHWOODS PRESERVE PKWY","241","166356"
"04-20-2023 08:11 PM","SEXUAL BATTERY","GRID ONLY","78","166263"
"04-20-2023 08:10 PM","LOST/FOUND PROPERTY","3100 BLOCK N AVON AVE","95","166352"
"04-20-2023 08:10 PM","BUILDING CHECK","10200 BLOCK CROSS CREEK BLVD","253","166353"
"04-20-2023 08:09 PM","LOST/STOLEN TAG","1200 BLOCK E FOWLER AVE","4","166261"
"04-20-2023 08:08 PM","INFORMATION","4900 BLOCK N 34TH ST","74","166339"
"04-20-2023 08:07 PM","DISTURBANCE","4000 BLOCK SHORT 30TH ST","85","166335"
"04-20-2023 08:07 PM","LOST/FOUND PROPERTY","3800 BLOCK S DALE MABRY HWY","178","166315"
"04-20-2023 08:07 PM","JUVENILE CURFEW LAW","1100 BLOCK RAY CHARLES BLVD","141","166348"
"04-20-2023 08:07 PM","BUILDING CHECK","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","166247"
"04-20-2023 08:06 PM","NATURE UNKNOWN","1800 BLOCK E WOOD ST","30","166345"
"04-20-2023 08:04 PM","PROJECT","N 17TH ST / E IDELL ST","39","166344"
"04-20-2023 08:04 PM","MENTALLY ILL PERSON","GRID ONLY","6","166330"
"04-20-2023 08:04 PM","NATURE UNKNOWN","1700 BLOCK N 50TH ST","131","166341"
"04-20-2023 08:03 PM","BUILDING CHECK","5100 BLOCK POINTE OF TAMPA WAY","237","166342"
"04-20-2023 08:01 PM","JUVENILE CURFEW LAW","8000 BLOCK N 11TH ST","38","166338"
"04-20-2023 08:00 PM","RESID/COMMERIAL ALARM","6400 BLOCK N 43RD ST","55","166336"
"04-20-2023 07:59 PM","DISTURBANCE","3300 BLOCK N FLORIDA AVE","95","166283"
"04-20-2023 07:59 PM","CRIMINAL MISCHIEF","5100 BLOCK S MACDILL AVE","189","166298"
"04-20-2023 07:59 PM","INFORMATION","8300 BLOCK N ELMER ST","39","166334"
"04-20-2023 07:57 PM","JUVENILE CURFEW LAW","8200 BLOCK N 11TH ST","38","166333"
"04-20-2023 07:57 PM","RESID/COMMERIAL ALARM","200 BLOCK S DALE MABRY HWY","157","166317"
"04-20-2023 07:56 PM","TRAFFIC CRASH","W GANDY BLVD / S DALE MABRY HWY","187","166290"
"04-20-2023 07:55 PM","INFORMATION","10500 BLOCK N ASTER AVE","12","166292"
"04-20-2023 07:55 PM","FOLLOW UP INVESTIGATION","3600 BLOCK N 55TH ST","101","166318"
"04-20-2023 07:54 PM","TRAFFIC CRASH","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","166321"
"04-20-2023 07:53 PM","INFORMATION","1800 BLOCK W HILLSBOROUGH AVE","79","166329"
"04-20-2023 07:52 PM","TRAFFIC CRASH","W HILLSBOROUGH AVE / N LOIS AVE","64","166293"
"04-20-2023 07:51 PM","INFORMATION","W OAKELLAR AVE / S MANHATTAN AVE","183","166326"
"04-20-2023 07:50 PM","INFORMATION","5300 BLOCK TENNIS COURT CIR","24","166325"
"04-20-2023 07:50 PM","TRAFFIC CRASH","3400 BLOCK W CYPRESS ST","136","166218"
"04-20-2023 07:49 PM","INFORMATION","8700 BLOCK N MANDARINE PL","33","166289"
"04-20-2023 07:49 PM","MISDEMEANOR","1500 BLOCK E FOWLER AVE","5","166316"
"04-20-2023 07:48 PM","VEHICLE STOP/TRAFFIC","N 50TH ST / E COLUMBUS DR","131","166324"
"04-20-2023 07:48 PM","JUVENILE CURFEW LAW","8500 BLOCK N 13TH ST","29","166323"
"04-20-2023 07:48 PM","DISTURBANCE","E RENELLIE CIR / W EUCLID AVE","180","166307"
"04-20-2023 07:47 PM","VEHICLE STOP/TRAFFIC","W SPRUCE ST / N HIMES AVE","121","166320"
"04-20-2023 07:46 PM","RECKLESS DRIVING","4800 BLOCK N RIVER BLVD","69","166313"
"04-20-2023 07:37 PM","VEHICLE STOP/TRAFFIC","N CENTRAL AVE / E DR MARTIN LUTHER KING JR BLVD","95","166312"
"04-20-2023 07:34 PM","INFORMATION","8400 BLOCK N PACKWOOD AVE","25","166310"
"04-20-2023 07:32 PM","DISTURBANCE","19400 BLOCK BRUCE B DOWNS BLVD","245","166300"
"04-20-2023 07:31 PM","RECKLESS DRIVING","E LAKE AVE / N CENTRAL AVE","95","166308"
"04-20-2023 07:30 PM","DOMESTIC DISPUTE","10200 BLOCK N OJUS DR","15","166213"
"04-20-2023 07:30 PM","HIT AND RUN","500 BLOCK W COLUMBUS DR","115","166301"
"04-20-2023 07:29 PM","INFORMATION","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","166304"
"04-20-2023 07:28 PM","TRAFFIC CRASH","W COLUMBUS DR / N HIMES AVE","112","166303"
"04-20-2023 07:27 PM","VEHICLE STOP/TRAFFIC","N 51ST ST / E 26TH AVE","101","166302"
"04-20-2023 07:23 PM","RESID/COMMERIAL ALARM","8600 BLOCK BUTTONBUSH CT","243","166294"
"04-20-2023 07:22 PM","VEHICLE STOP/TRAFFIC","E LAKE AVE / N 17TH ST","97","166297"
"04-20-2023 07:22 PM","BUILDING CHECK","5200 BLOCK CYPRESS PRESERVE DR","226","166295"
"04-20-2023 07:20 PM","GRAND THEFT","4000 BLOCK S MACDILL AVE","182","166281"
"04-20-2023 07:19 PM","INFORMATION","6200 BLOCK S MARTINDALE AVE","197","166267"
"04-20-2023 07:18 PM","TELEPHONE VIOLATION","8300 BLOCK N ELMER ST","39","166287"
"04-20-2023 07:16 PM","HIT AND RUN","2200 BLOCK N WEST SHORE BLVD","120","166214"
"04-20-2023 07:14 PM","INTOXICATED PERSON","100 BLOCK S WEST SHORE BLVD","156","166275"
"04-20-2023 07:13 PM","ASSAULT/BATTERY","400 BLOCK E OHIO AVE","95","166272"
"04-20-2023 07:13 PM","NATURE UNKNOWN","5600 BLOCK ROSEMONT AVE","66","166285"
"04-20-2023 07:12 PM","VEHICLE STOP/TRAFFIC","18000 BLOCK ARBOR GREENE DR","253","166286"
"04-20-2023 07:11 PM","VEHICLE STOP/TRAFFIC","N 34TH ST / E COLUMBUS DR","110","166284"
"04-20-2023 07:09 PM","BUILDING CHECK","1700 BLOCK W NORFOLK ST","41","166280"
"04-20-2023 07:09 PM","MISDEMEANOR","1700 BLOCK N 16TH ST","128","166282"
"04-20-2023 07:04 PM","INFORMATION","2300 BLOCK W FARWELL DR","79","166229"
"04-20-2023 07:04 PM","MISDEMEANOR","8200 BLOCK N FLORIDA AVE","37","166278"
"04-20-2023 07:04 PM","DISABLED VEHICLE","N DALE MABRY HWY / W COLUMBUS DR","120","166257"
"04-20-2023 07:03 PM","PETTY THEFT","4100 BLOCK E BUSCH BLVD","32","166187"
"04-20-2023 07:03 PM","VEHICLE STOP/TRAFFIC","N 35TH ST / E 26TH AVE","110","166279"
"04-20-2023 07:01 PM","INFORMATION","4300 BLOCK AEGEAN DR","184","166271"
"04-20-2023 07:00 PM","MISDEMEANOR","18000 BLOCK ARBOR GREENE DR","253","166269"
"04-20-2023 06:59 PM","INFORMATION","400 BLOCK S WILLOW AVE","161","166276"
"04-20-2023 06:55 PM","INFORMATION","3800 BLOCK N 29TH ST","98","166270"
"04-20-2023 06:54 PM","DISTURBANCE","8100 BLOCK N SEMMES ST","39","166264"
"04-20-2023 06:53 PM","TRAFFIC CRASH","5100 BLOCK ADAMO DR","134","166237"
"04-20-2023 06:52 PM","POLICE SERVICE CALL","3700 BLOCK S WEST SHORE BLVD","176","166268"
"04-20-2023 06:51 PM","TELEPHONE VIOLATION","800 BLOCK N FRANKLIN ST","143","166254"
"04-20-2023 06:51 PM","TRAFFIC CRASH","2000 BLOCK E FOWLER AVE","5","166211"
"04-20-2023 06:48 PM","MISDEMEANOR","2300 BLOCK W MAIN ST","123","166265"
"04-20-2023 06:42 PM","INFORMATION","3400 BLOCK N NEBRASKA AVE","96","165574"
"04-20-2023 06:42 PM","FOLLOW UP INVESTIGATION","8400 BLOCK N 15TH ST","29","166243"
"04-20-2023 06:40 PM","MENTALLY ILL PERSON","GRID ONLY","251","166260"
"04-20-2023 06:39 PM","DISTURBANCE","2900 BLOCK E 98TH AVE","22","166238"
"04-20-2023 06:39 PM","RECKLESS DRIVING","E 31ST AVE / N 28TH ST","98","166253"
"04-20-2023 06:36 PM","JUVENILE CURFEW LAW","2900 BLOCK N 17TH ST","108","166249"
"04-20-2023 06:36 PM","NATURE UNKNOWN","3100 BLOCK W LA SALLE ST","136","166255"
"04-20-2023 06:33 PM","TRAFFIC CRASH","E BIRD ST / E MULBERRY DR","39","166245"
"04-20-2023 06:32 PM","DISTURBANCE","3600 BLOCK W TYSON AVE","192","166248"
"04-20-2023 06:31 PM","TRAFFIC CRASH","E BUSCH BLVD / N FLORIDA AVE","27","166250"
"04-20-2023 06:31 PM","INFORMATION","400 BLOCK N FRANKLIN ST","143","166251"
"04-20-2023 06:31 PM","DOMESTIC DISPUTE","3700 BLOCK N 51ST ST","101","166244"
"04-20-2023 06:29 PM","VEHICLE STOP/TRAFFIC","W GREEN ST / N ARMENIA AVE","122","166246"
"04-20-2023 06:28 PM","DISTURBANCE","N ARMENIA AVE / W KIRBY ST","41","166241"
"04-20-2023 06:27 PM","RESID/COMMERIAL ALARM","3700 BLOCK HENDERSON BLVD","165","166235"
"04-20-2023 06:27 PM","HIT AND RUN","700 BLOCK N WEST SHORE BLVD","118","166236"
"04-20-2023 06:26 PM","TRAFFIC CRASH","W HILLSBOROUGH AVE / N CHURCH AVE","64","166228"
"04-20-2023 06:22 PM","BUILDING CHECK","W SLIGH AVE / N DEARBORN AVE","50","166240"
"04-20-2023 06:21 PM","MISDEMEANOR","4100 BLOCK W GANDY BLVD","187","166201"
"04-20-2023 06:20 PM","DISTURBANCE","8300 BLOCK N GREENWOOD AVE","40","166224"
"04-20-2023 06:20 PM","HIT AND RUN","W SWANN AVE / S MACDILL AVE","165","166234"
"04-20-2023 06:20 PM","MISDEMEANOR","4800 BLOCK E BUSCH BLVD","33","166191"
"04-20-2023 06:18 PM","TRAFFIC CRASH","N 50TH ST / E 10TH AVE","131","166217"
"04-20-2023 06:11 PM","BUILDING CHECK","3300 BLOCK W HORATIO ST","158","166222"
"04-20-2023 06:11 PM","INFORMATION","4900 BLOCK N 34TH ST","74","166210"
"04-20-2023 06:11 PM","INFORMATION","8700 BLOCK N 33RD ST","31","166063"
"04-20-2023 06:10 PM","INFORMATION","100 BLOCK E KIRBY ST","44","166225"
"04-20-2023 06:10 PM","NATURE UNKNOWN","6300 BLOCK S DALE MABRY HWY","196","166209"
"04-20-2023 06:07 PM","VEHICLE STOP/TRAFFIC","N HOWARD AVE / W COLUMBUS DR","114","166223"
"04-20-2023 06:07 PM","NATURE UNKNOWN","1700 BLOCK E 29TH AVE","97","166220"
"04-20-2023 06:07 PM","LANDLORD/TENANT DISPUTE","2400 BLOCK DAVIS ST","147","166215"
"04-20-2023 06:06 PM","MENTALLY ILL PERSON","GRID ONLY","29","166221"
"04-20-2023 06:06 PM","TRAFFIC CRASH","W COLUMBUS DR / N FREMONT AVE","114","166207"
"04-20-2023 06:04 PM","INFORMATION","10600 BLOCK N 30TH ST","14","166203"
"04-20-2023 06:02 PM","HIT AND RUN","1500 BLOCK N DALE MABRY HWY","121","166151"
"04-20-2023 06:02 PM","VEHICLE STOP/TRAFFIC","10900 BLOCK N 28TH ST","6","166212"
"04-20-2023 06:01 PM","DISTURBANCE","4000 BLOCK S DALE MABRY HWY","178","166208"
"04-20-2023 05:59 PM","DOMESTIC DISPUTE","400 BLOCK E 7TH AVE","116","166204"
"04-20-2023 05:59 PM","PETTY THEFT","200 BLOCK N TAMPA ST","144","166177"
"04-20-2023 05:57 PM","TRAFFIC CRASH","200 BLOCK W KENNEDY BLVD","155","166182"
"04-20-2023 05:56 PM","MISDEMEANOR","3600 BLOCK W EUCLID AVE","178","166198"
"04-20-2023 05:55 PM","INFORMATION","3800 BLOCK N 22ND ST","97","166057"
"04-20-2023 05:50 PM","INFORMATION","W SNOW AVE / S DAKOTA AVE","167","166199"
"04-20-2023 05:50 PM","DOMESTIC DISPUTE","8200 BLOCK N 13TH ST","38","166196"
"04-20-2023 05:49 PM","DOMESTIC DISPUTE","1300 BLOCK W CHESTNUT ST","124","166122"
"04-20-2023 05:49 PM","PETTY THEFT","400 BLOCK N FRANKLIN ST","143","166197"
"04-20-2023 05:47 PM","BUILDING CHECK","1900 BLOCK E 7TH AVE","128","166195"
"04-20-2023 05:47 PM","BUILDING CHECK","1900 BLOCK E 26TH AVE","97","166172"
